Hauptartikelnr;Artikelname;Hersteller;Beschreibung;Materialangaben;Geschlecht;Produktart;Ärmel;Bein;Kragen;Herstellung;Taschenart;Grammatur;Material;Ursprungsland;Bildname
SC70;"Golfschirm mit Holzgriff";"No Brand";"190T Polyester, Speichenlänge: 76 cm, Metallstock mit Metallring, Gerader heller Holzgriff, Kunststoffenden, Mit Druckknopfverschluss";"Bezug: 100% Polyester";;Schirme;;;;Konventionell;;;Polyestergemisch;CN;sc70.jpg
SC80;Taschenschirm;"No Brand";"190T Polyester, Schwarzer Kunststoffknauf, Druckknopfverschluss, Speichenlänge: 47cm, Metallstock: 2-teilig, Schirm in farbiger Nylonhülle und Polybeutel";"Bezug: 100% Polyester";;Schirme;;;;Konventionell;;;Polyester;CN;sc80.jpg
SC81;"Superflacher Mini-Taschenschirm";"No Brand";"Polyester Pongee, Speichenlänge: 49 cm, Sechs Segmente, Aluminium mit Fiberglasenden, Metallspitzen, Überschlagsicheres Alu-Gestell (Windproof), Klettverschluss, Schirm in Polyesterhülle und im Polybeutel, Silberfarbener Knauf, 3-teiliger Aluminiumstock";"Bezug: 100% Polyester";;Schirme;;;;Konventionell;;;Polyester;CN;sc81.jpg
SCH29001;"Modoc Mens Jacket";"Schwarzwolf outdoor";"Wattierte. moderne Herrenjacke, Reflektierende und farbige Dekorkomponenten, Winddicht, Kapuze, Elastische Bündchen an Ärmeln und Bund";"100% Polyester";Herren;Jacken;;;"Mit Kapuze";;;;Polyester;CN;sch29001.jpg
SCH30001;"Modoc Womens Jacket";"Schwarzwolf outdoor";"Wattierte. moderne Damenjacke, Reflektierende und farbige Dekorkomponenten, Winddicht, Kapuze, Elastische Bündchen an Ärmeln und Bund";"100% Polyester";Damen;Jacken;;;"Mit Kapuze";;;;Polyester;CN;sch30001.jpg
SCH35001;"Nube 2-in-1 Backpack and Waist Bag";"Schwarzwolf outdoor";"2-in-1-Rucksack und Gürteltasche, Reflektierende Teile, Volumen: ca. 15 Liter, Rucksack zusammenfaltbar in Gürteltasche (12 x 10 x 26 cm), 190T Ripstop-Polyester, Lieferung ohne Inhalt/Deko";"100% Polyester";;Taschen;;;;;Rucksäcke;;Polyester;CN;sch35001.jpg
SCH35007;"Orizaba Backpack";"Schwarzwolf outdoor";"Gepolstertes Rückensystem, Gepolsterte Schultergurte mit Taschen, Laptoptasche mit einer Schutzverstärkung, Zwei Flaschenhalter, Kompressionsgurte, Innentasche mit Karabiner, Fassungsvermögen: ca. 27 Liter, Material: 300D Nylon. 210D Polyester, Robustes Doppy Nylon, Lieferung ohne Inhalt/Deko";;;Taschen;;;;;Rucksäcke;;Polyestergemisch;;sch35007.jpg
SCH401008;"Fahrrad Rucksack Rover";"Schwarzwolf outdoor";"Leichter Rucksack - Wasserbeständiges Ripstop 600D Nylon und schwarzes Ripstop 420D Polyester - Innenfach für Trinkblase (wird nicht mitgeliefert) mit Öffnung für den Halm im oberen Teil - Helmbefestigungsgurte - Schwarzwolf Outdoor Logo unten am Rucksack - Volumen: ca. 10 Liter";"Polyester / Nylon";;Taschen;;;;;;;Polyestergemisch;CN;sch401008.jpg
SCH401011;"Rucksack Torent";"Schwarzwolf outdoor";"Leichter Rucksack - Gepolstertes Rückensystem, gepolsterte Tragegurte - Seiten-Netztaschen - Vordere Bereitschaftstasche mit Reißverschluss - Innentasche - Schlaufen für Trekking-Stöcke - Vordere Tasche mit Fach - Tasche für Mobiltelefon auf Tragegurt - Polyester 600D 30 MM Ripstop mit PU-Oberfläche - Körperstoff mit ULY Beschichtung - Volumen: ca. 23 Liter - Gewicht: ca. 550 g";"100% Polyester";;Taschen;;;;;;;Polyester;CN;sch401011.jpg
SCH401012;"Rucksack Monzun";"Schwarzwolf outdoor";"Leichter Rucksack - Rückensystem mit Versteifungen - Gepolsterte Schultergurte, gepolsterter Beckengurt - Abtrennbare untere Rucksackkammer - Seiten-Netztaschen - Seitliche Bereitschaftstaschen mit Reißverschluss - Elastischer Gurt zur Materialbefestigung - Schlaufen für Pickel und Trekking-Stöcke - Polyester 600D 30 MM Ripstop mit PU-Oberfläche - Körperstoff mit ULY-Beschichtung, Polyester 600 D mit PU Beschichtung - Schwarzwolf Outdoor Logo oben - Volumen: ca. 35 Liter";"100% Polyester";;Taschen;;;;;;;Polyester;CN;sch401012.jpg
SCH53006;"Ravik Waist Bag";"Schwarzwolf outdoor";"Elastischer. wasserabweisender Gürtel, Flexible Tasche, Wasserabweisender Reißverschluss, Reflektierende Teile, Kopfhörerausgang, 102 x 4.5 x 1 cm, Lieferung ohne Inhalt/Deko";"Gürtel: 100% Elasthan, Kunststoffteile: 100% Nylon";;Taschen;;;;;"Sport- und Reisetaschen";;Nylon;CN;sch53006.jpg
SCH700000;"Men Cool Fashion-T";"Schwarzwolf outdoor";"Funktions T-Shirt - Raglan-Ärmel - Flache Zierstiche - Elegante Kontrastnähte - Schnell trocknend - Schwarzwolf Outdoor Schriftzug am Kragen - Schweißabsorbierend - Nackenband - Atmungsaktiv";"100% Polyester";Herren;T-Shirts;Kurzarm;;Rundhals;;;;Polyester;CN;sch700000.jpg
SCH700002;"Men Cool Sport-T";"Schwarzwolf outdoor";"Funktions T-Shirt für Männer - Raglan-Ärmel - Flache Zierstiche - Schnell trocknend - Schwarzwolf Outdoor Schriftzug am Kragen - Atmungsaktiv - Schweißabsorbierend - Nackenband";"100% Polyester";Herren;T-Shirts;Kurzarm;;Rundhals;;;;Polyester;CN;sch700002.jpg
SCH701000;"Women Cool Fashion-T";"Schwarzwolf outdoor";"Funktions T-Shirt für Frauen - Raglan-Ärmel - Flache Zierstiche - Elegante Kontrastnähte - Schnell trocknend - Schwarzwolf Outdoor Schriftzug am Kragen - Atmungsaktiv - Schweißabsorbierend - Nackenband";"100% Polyester";Damen;T-Shirts;Kurzarm;;;;;;Polyester;CN;sch701000.jpg
SCH701002;"Women Cool Sport-T";"Schwarzwolf outdoor";"Funktions T-Shirt für Frauen - Raglan Ärmel - Flache Zierstiche - Schnell trocknend - Schwarzwolf Outdoor Schriftzug am Kragen - Atmungsaktiv - Schweißabsorbierend - Nackenband";"100% Polyester";Damen;T-Shirts;Kurzarm;;;;;;Polyester;CN;sch701002.jpg
SCH703000;"Socken Bike";"Schwarzwolf outdoor";"Elastisches, weiches Bündchen - Leichtes Gewebe für eine bessere Belüftung - Weiche Naht im Zehenbereich - Anatomische Passform - Feuchtigkeitstransportierende Polypropylen-Faser";"45% Polypropylen / 30% Baumwolle / 22% Polyamid / 3% Elasthan";Herren;Unterwäsche;;;;;;;Baumwollgemisch;;sch703000.jpg
SCH703004;"Socken Trekking";"Schwarzwolf outdoor";"Elastisches, weiches Bündchen - Leichtes Gewebe für eine bessere Belüftung - Frotteeverstärkung für den Fußsohlenschutz - Anatomische Passform - Speziell weiche Naht im Zehenbereich - Elastischer Streifen um ein Verrutschen zu verhindern - Air-Belüftungssystem und Polypropylen-Faser für trockene, klimatisierte und wärmekontrollierte Füße";"65% Baumwolle / 26% Polypropylen / 5% Elasthan / 4% Polyester";Herren;Unterwäsche;;;;;;;Baumwollgemisch;;sch703004.jpg
SCH707001;Bandana;"Schwarzwolf outdoor";"Multifunktionstuch - Mikrofaser";"100% Polyester";;Halstücher;;;;;;;Polyester;CN;sch707001.jpg
SCH707002;Bufanda;"Schwarzwolf outdoor";"Multifunktionstuch Winter Bufanda - Wärmend und atmungsaktiv - 32 x 23 cm - Speziell für den Wintersport";"60% Polyamid / 40% Polyester";;Schals;;;;;;;Polyestergemisch;CN;sch707002.jpg
SCH712000;"Men Fleece Jacket Besila";"Schwarzwolf outdoor";"Fleecejacke mit Softshell-Applikationen an Armen und Schultern - Offene Bündchen an Ärmeln und Hüfte - Tasche mit Reißverschluss auf der Brust";"100% Polyester";Herren;Jacken;Langarm;;;;;"280 g/m²";Polyester;CN;sch712000.jpg
SCH713000;"Women Fleece Jacket Besila";"Schwarzwolf outdoor";"Fleecejacke mit Softshell-Applikationen an Armen und Schultern - Offene Bündchen an Ärmeln und Hüfte - Tasche mit Reißverschluss auf der Brust";"100% Polyester";Damen;Jacken;Langarm;;;;;"280 g/m²";Polyester;CN;sch713000.jpg
SCH715001;"Men Jacket Penula";"Schwarzwolf outdoor";"Abnehmbare Ärmel - Wind- und wasserdicht - Reflektierend - Leicht - Mesh-Einsatz am Rücken mit Magnetverschluss - Rückentasche mit Reißverschluss - Zusammenfaltbar in Tasche - Mikrofaser mit AC Beschichtung - Atmungsaktiv";"100% Polyester";Herren;Jacken;Langarm;;;;;;Polyester;CN;sch715001.jpg
SCH715003;"Men Jacket Bonete";"Schwarzwolf outdoor";"Wasser- und winddicht - Zwei Seitentaschen - Brusttasche - Innentaschen - Mesh-Gewebe innen - Abnehmbare Kapuze - Verstellbarer Kordelzug an Ärmeln und Saum - Reflektierende Accessoires - Schwarzwolf Outdoor Logo im Nacken - Wasserdicht: 30.000 mm - Atmungsaktiv: 6.500 g/m²/24h";"100% Nylon";Herren;Jacken;Langarm;;;;;;Nylon;CN;sch715003.jpg
SCH715004;"Men Softshell Jacket Breva";"Schwarzwolf outdoor";"Leichte Softshell-Jacke - Wasser- und windbeständig - Verstärkte Schulterteile - Kleine Tasche auf dem Ärmel - Ärmel mit Manschette und Daumenöffnung - Zwei Seitentaschen - Kapuze im Kragen - Kapuze mit Schirm und windbeständiger Gesichtsschutzblende - Verdeckte Reißverschlüsse - Reißverschlüsse zur Belüftung unter den Armen - Schwarzwolf Outdoor Logo hinten im Nacken - Wasserdicht: 20.000 mm - Atmungsaktiv: 3.500 g/m²/24h - Materialzusammensetzung aus: Pongee Polyester und Elasthan";"96% Polyester / 4% Elasthan";Herren;Jacken;Langarm;;;;;;Polyestergemisch;CN;sch715004.jpg
SCH716001;"Women Jacket Penula";"Schwarzwolf outdoor";"Abnehmbare Ärmel - Wind- und Wasserdicht - Reflektierend - Leicht - Mesh-Einsatz am Rücken mit Magnetverschluss - Rückentasche mit Reißverschluss - Zusammenfaltbar in Tasche - Mikrofaser mit AC Beschichtung - Atmungsaktiv";"100% Polyester";Damen;Jacken;Langarm;;;;;;Polyester;CN;sch716001.jpg
SCH716003;"Women Jacket Bonete";"Schwarzwolf outdoor";"Wasser- und winddicht - Zwei Seitentaschen - Brusttasche - Innentaschen - Mesh-Gewebe innen - Abnehmbare Kapuze - Verstellbarer Kordelzug an Ärmeln und Saum - Reflektierende Accessoires - Schwarzwolf Outdoor Logo im Nacken - Wasserdicht: 30.000 mm - Atmungsaktiv: 6.500 g/m²/24h";"100% Nylon";Damen;Jacken;Langarm;;;;;;Nylon;CN;sch716003.jpg
SCH716005;"Women Softshell Jacket Breva";"Schwarzwolf outdoor";"Leichte Softshell-Jacke - Wasser- und windbeständig - Verstärkte Schulterteile - Zwei Seitentaschen - Ärmel mit Manschette und Daumenöffnung - Kapuze im Kragen - Kapuze mit Schirm und windbeständiger Gesichtsschutzblende - Kleine Tasche auf dem Ärmel - Schwarzwolf Outdoor Logo hinten im Nacken - Verdeckte Reißverschlüsse - Reißverschlüsse zur Belüftung unter den Armen - Wasserdicht: 20.000 mm - Atmungsaktiv: 3.500 g/m²/24h - Materialzusammensetzung aus Pongee Polyester und Elasthan";"96% Polyester / 4% Elasthan";Damen;Jacken;Langarm;;;;;;Polyestergemisch;CN;sch716005.jpg
SD001;"Men’s Leo Straight Jeans";"So Denim";"Gerade Passform, Stretch-Denim, 5-Pocket-Stil, Leicht sandgestrahlt und leichtes Whiskering, Stoffgleiche Gürtelschlaufen, Ösenknopf und Hosenschließe mit YKK-Reißverschluss, Metallnieten-Detail an den Ecken der Taschen, Details mit Zwillingsnadelstich";"99% Baumwolle / 1% Elasthan";Herren;Freizeithosen;;;;;;;Baumwollgemisch;BD;sd001.jpg
SD004;"Men`s Max Slim Jeans";"So Denim";"Schmale Passform, Stretch-Denim, 5-Pocket-Form, Leichter Sandstrahl- und Whisker-Effekt (nur blaue Waschungen), Abgesetzte Gürtelschlaufen, Stielknopf und YKK-Zipper am Hosenschlitz, Metallnieten-Details an Taschenecken, Doppelnaht-Detail";;Herren;Freizeithosen;;;;;;;Baumwollgemisch;;sd004.jpg
SD011;"Ladies Katy Straight Jeans";"So Denim";"Gerade Passform, Stretch-Denim, 5-Pocket-Form, Leichter Sandstrahl- und Whisker-Effekt (nur blaue Waschungen), Abgesetzte Gürtelschlaufen, Stielknopf und YKK-Zipper am Hosenschlitz, Metallnieten-Details an Taschenecken, Doppelnaht-Detail";;Damen;Freizeithosen;;;;;;;Baumwollgemisch;;sd011.jpg
SD014;"Ladies Lara Skinny Jeans";"So Denim";"Hautenge Passform, Stretch-Denim, 5-Pocket-Stil, Leicht sandgestrahlt und leichtes Whiskering, Stoffgleiche Gürtelschlaufen, Ösenknopf und Hosenschließe mit YKK-Reißverschluss, Metallnieten-Detail an den Ecken der Taschen, Details mit Zwillingsnadelstich";"98% Baumwolle / 2% Elasthan";Damen;Freizeithosen;;;;;;;Baumwollgemisch;BD;sd014.jpg
SF068;"Ladies 3/4 Legging";SkinniFit;"Single Jersey, 3/4-Leggins mit elastischem Bund und Doppelnähten am Saum, Abnehmbares Skinnifit-Label";"96% Baumwolle / 4% Elasthan";Damen;Jogginghosen;;;;;;"190 g/m²";;BD;sf068.jpg
SF102;"Ladies Stretch V";SkinniFit;"Figurbetonend, Elasthan-Anteil für optimale Passform, Schmal eingefasster V-Ausschnitt, Single Jersey, Seitennähte";"96% Baumwolle / 4% Elasthan";Damen;T-Shirts;Kurzarm;;V-Ausschnitt;Konventionell;;"190 g/m²";Baumwolle;BD;sf102.jpg
SF103;"Ladies Stretch Tank";SkinniFit;"Bequemlichkeit und Formerhalt durch Stretch-Anteil, Breite Träger, Einfassung am Kragen und an den Armausschnitten, Single Jersey";"96% Baumwolle / 4% Elasthan";Damen;T-Shirts;Ärmellos;;Rundhals;Konventionell;;"190 g/m²";Baumwolle;BD;sf103.jpg
SF104;"Ladies Stretch Vest Dress";SkinniFit;"Weiter Schulterausschnitt, Extra lang geschnitten, Kleidähnliche Optik, Stretch-Material für optimalen Sitz";"96% Baumwolle / 4% Elasthan";Damen;T-Shirts;Spaghetti-Träger;;Boat-Neck;Konventionell;;"190 g/m²";Baumwollgemisch;BD;sf104.jpg
SF111;"Ladies Stretch Long Sleeved T";SkinniFit;"Elasthan-Anteil für gute Passform, Seitennähte, Single Jersey, Tailliert";"96% Baumwolle / 4% Elasthan";Damen;T-Shirts;Langarm;;Rundhals;Konventionell;;"190 g/m²";Baumwolle;BD;sf111.jpg
SF121;"Ladies Feel Good Stretch T";SkinniFit;"Stretch-T-Shirts mit Rundhalsausschnitt, Enzymwaschung für ein einzigartiges. weiches Tragegefühl, Entfernbares SF (Skinnifit)-Label, Moderner. langer Schnitt, Elasthan und Seitennähte für eine verbesserte Passform. besseren Komfort und Formbeständigkeit, Weicher. dehnbarer. gerippter Ausschnitt mit Einfassung im Nacken";"96% Baumwolle / 4% Elasthan (Heather Grey: 81% Baumwolle / 15% Viskose / 4% Elasthan)";Damen;T-Shirts;Kurzarm;;Rundhals;;;"165 g/m²";Baumwollgemisch;BD;sf121.jpg
SF122;"Ladies Feel Good Stretch V-Neck T";SkinniFit;"Stretch-T-Shirts mit V-Ausschnitt, Enzymwaschung für ein einzigartiges weiches Tragegefühl, Entfernbares SF (Skinnifit) Label, Moderne. lange Passform, Doppelnahtverarbeitung an Ärmeln und Bund, Weicher. dehnbarer Ripp-Ausschnitt mit Nackenband";"96% Baumwolle / 4% Elasthan (Heather Grey: 81% Baumwolle / 15% Viskose / 4% Elasthan)";Damen;T-Shirts;Kurzarm;;V-Ausschnitt;;;"165 g/m²";Baumwollgemisch;BD;sf122.jpg
SF125;"Women´s Feel Good Roll Neck Top";SkinniFit;"SF-Abreißetikett (Skinnifit), Abgesetzter Rollkragen, Enzym-Waschung für einzigartig weiche Haptik, Modern schmale Longline-Passform, Langärmelig, Doppelnähte an Ärmeln und Saum, Seitliche Konturennähte, Single-Jersey";;Damen;T-Shirts;Langarm;;Rollkragen;;;;Baumwollgemisch;;sf125.jpg
SF150;"Ladies Stretch Racer-Back Tank";SkinniFit;"Tailliert, Elasthan-Anteil für gute Passform, 2x1 Ripp, Seitennähte";"96% Baumwolle / 4% Elasthan (Heather Grey: 80% Baumwolle / 15% Viskose / 5% Elasthan)";Damen;T-Shirts;Ärmellos;;Boat-Neck;Konventionell;;"240 g/m²";Baumwolle;BD;sf150.jpg
SF16;"Ladies Tank Vest";SkinniFit;"Gekämmte Baumwolle, Seitennähte, Femininer Schnitt, Weit ausgeschnittener Arm-und Halsausschnitt, Interlock, Unten gerade geschnitten";"100% Baumwolle";Damen;T-Shirts;Ärmellos;;Rundhals;Konventionell;;"220 g/m²";Baumwolle;BD;sf16.jpg
SF170;"Women`s High Neck Crop Vest";SkinniFit;"Abreißetikett, Abgesetzter Schornsteinkragen, Modisch kurz geschnitten, Doppelnähte an Armlöchern und Saum, Soft-Stretch Single-Jersey";;Damen;T-Shirts;Ärmellos;;Rundhals;;;;Baumwollgemisch;;sf170.jpg
SF201;"Ladies Perfect T";SkinniFit;"Femininer Schnitt, Länger geschnitten, Seitennähte";"100 % Baumwolle (Heather Grey: 85% Baumwolle / 15% Viskose)";Damen;T-Shirts;Kurzarm;;Rundhals;Konventionell;;"140 g/m²";Baumwolle;BD;sf201.jpg
SF212;"Spaghetti Vest mit verstellbaren Trägern";SkinniFit;"Dehnbares Baumwoll-Material mit Elasthan-Anteil für besseren Tragekomfort, Lang geschnitten, Spaghetti-Träger Shirt mit verstellbaren Trägern";"96% Baumwolle / 4% Elasthan";Damen;T-Shirts;Spaghetti-Träger;;Boat-Neck;Konventionell;;"190 g/m²";Baumwollgemisch;BD;sf212.jpg
SF213;"Ladies Slounge T Shirt Top";SkinniFit;"Weiter Halsausschnitt mit hängenden Schultern, Lang geschnittenes Kleidungsstück, Zugband auf der rechten Seite, Umgeschlagene Bündchen am Ärmel, Doppelnaht am Saum";"100% Baumwolle";Damen;T-Shirts;Kurzarm;;Boat-Neck;Konventionell;;"140 g/m²";Baumwolle;BD;sf213.jpg
SF232;"Ladies High Neck Vest";SkinniFit;"Single Jersey, Rundhalsausschnitt mit grob gearbeiteten Armlöchern, Doppelnähte am Saum, Abnehmbares Skinnifit-Label";"65% Baumwolle / 35% Polyester (Heather Grey: 85% Baumwolle / 15% Viscose)";Damen;T-Shirts;Ärmellos;;Rundhals;;;;Baumwollgemisch;;sf232.jpg
SF233;"Ladies T-Shirt";SkinniFit;"Single Jersey, Kurzärmeliges Damenshirt mit Raglanärmeln, Fallendes Rückenteil und Öffnungen an den Schultern, Abnehmbares SKINNIFIT-Label, Doppelnähte an Nacken, Saum und Ärmeln";"60% Baumwolle / 40% Polyester (Heather Grey: 85% Baumwolle / 15% Viskose)";Damen;T-Shirts;Kurzarm;;Boat-Neck;;;"140 g/m²";Baumwollgemisch;BD;sf233.jpg
SF235;"Ladies Work Out Cropped Top";SkinniFit;"Gestricktes Polyester - Eng anliegendes, bauchfreies Top - Entfernbares SF (Skinnifit)-Etikett - Gestricktes Gewebe für Dehnbarkeit, eine bequeme enge Passform und Formbeständigkeit";"65% Polyamid / 31% Polyester / 4% Elasthan";Damen;T-Shirts;Kurzarm;;;;;"280 g/m²";Polyestergemisch;CN;sf235.jpg
SF236;"Women`s Fashion Crop Top";SkinniFit;"Abreißetikett, Für Sublimationsdruck geeignet, Weiches Elastikband. ebenfalls bedruckbar, Doppelnähte, Single-Jersey";;Damen;T-Shirts;Ärmellos;;Boat-Neck;;;;Polyestergemisch;;sf236.jpg
SF240;"Women`s Reversible Workout Vest";SkinniFit;"Abreißetikett, Körpernah. Racerback-Schnitt. U-Ausschnitt, Nicht transparent, Unifarbene Einfassung und Flatlock-Nähte, Zwei Look in einem - modischer Aufdruck auf einer Seite. unifarben auf der Rückseite, Bonded Interlock";;Damen;T-Shirts;Ärmellos;;Boat-Neck;;;;Polyestergemisch;;sf240.jpg
SF241;"Women`s Fashion Workout Vest";SkinniFit;"Abreißetikett, Riemchen am Rücken. weiter Armausschnitt und Saum, Flatlock-Nähte, U-Ausschnitt, Single-Jersey";;Damen;T-Shirts;Ärmellos;;Boat-Neck;;;;Polyestergemisch;;sf241.jpg
SF251;"Ladies Long Sleeved Hooded T";SkinniFit;"Zugband für Kapuze, Sehr leichtes und weiches Top mit Kapuze und V-Ausschnitt, Enzymgewaschen für sehr weichen Griff";"100% Baumwolle (Heather Grey: 85% Baumwolle / 15% Viskose)";Damen;T-Shirts;Langarm;;"Mit Kapuze";Konventionell;;"140 g/m²";Baumwolle;BD;sf251.jpg
SF257;"T Shirt Dress";SkinniFit;"Rundhals-Ausschnitt, Cap-Sleeve-Ärmel, Tailliert, Single Jersey";"100% Baumwolle";Damen;T-Shirts;Kurzarm;;Boat-Neck;Konventionell;;"180 g/m²";Baumwolle;BD;sf257.jpg
SF260;"Ladies Long Sleeved Slinky T";SkinniFit;"Sehr weiches und fließendes Material mit leichtem Schimmer auf der Oberfläche, Extralang geschnitten, Angedeuteter U-Ausschnitt";"100% Viskose";Damen;T-Shirts;Langarm;;Boat-Neck;Konventionell;;"170 g/m²";;BD;sf260.jpg
SF261;"Ladies Short Sleeved Slinky T";SkinniFit;"Dezenter, weiter Halsausschnitt, Hüftlang, Leichter Oberflächenglanz, Sehr leichtes Viskose Shirt, Single Jersey";"100% Viskose";Damen;T-Shirts;Kurzarm;;Rundhals;Konventionell;;"170 g/m²";;BD;sf261.jpg
SF271;"Ladies Long Sleeved Baseball T";SkinniFit;"Langärmeliges Baseball-T-Shirts, Entfernbares SF (Skinnifit) Label, Kontrast-Raglan-Ärmel und Ripp-Rundhalsausschnitt mit Nackenband, Langer Sitz und passgeformter Seitensaum, Runder Saum in Doppelnaht, Entspricht Herren SFM271 und Kinder SM271";"100% Baumwolle (Heather Grey: 85% Baumwolle / 15% Viskose)";Damen;T-Shirts;Langarm;;Rundhals;;;"140 g/m²";Baumwolle;BD;sf271.jpg
SF28;"Ladies Microfleece Jacket";SkinniFit;"Flatlock-Nähte für erhöhten Tragekomfort, Längerer, figurbetonter Schnitt, Sehr leichte, superweiche und dehnbare Fleece-Jacke mit Antipilling-Ausstattung, Seitentaschen mit Reißverschluss, Sportliche Abnäher an den Seiten und unter der Ärmeln";"100% Polyester";Damen;Jacken;Langarm;;"Ohne Kapuze";Konventionell;;"200 g/m²";Fleece;BD;sf28.jpg
SF281;"Ladies Slub T-Shirt";SkinniFit;"Noppengarn, Doppelnaht an Halsausschnitt, Saum und Ärmeln, Lang geschnitten";"100% Baumwolle";Damen;T-Shirts;Kurzarm;;Rundhals;Konventionell;;"140 g/m²";Baumwolle;BD;sf281.jpg
SF283;"Ladies Slub Vest";SkinniFit;"Racer Back, Gerippte Einfassung, Doppelnähte an Halsausschnitt und Saum";"100% Baumwolle";Damen;T-Shirts;Ärmellos;;Boat-Neck;Konventionell;;"140 g/m²";Baumwolle;BD;sf283.jpg
SF29;"Ladies Gilet With Detachable Hood";SkinniFit;"Weste mit abnehmbarer, gefütterter Kapuze, Reißverschluss mit Windschutzleiste, Veredelungszugang, Verstellbarer, elastischer Saumschnürzug";"100% Polyester";Damen;Westen;Ärmellos;;"Abnehmbare Kapuze";Konventionell;;"152 g/m²";Polyestergemisch;CN;sf29.jpg
SF291;"Ladies Fleck T-Shirt";SkinniFit;"Meliertes Garn, Doppelnähte an Hals, Saum und Ärmeln, Lang geschnitten";"Wei?: 90% Baumwolle / 10% Polyester, Black u. Charcoal: 50% Baumwolle / 50% Polyester";Damen;T-Shirts;Kurzarm;;Rundhals;Konventionell;;"160 g/m²";Baumwollgemisch;BD;sf291.jpg
SF303;"Ladies Rib Vest";SkinniFit;"Enganliegend geschnitten, Doppelnahtverarbeitung am Kragen und an den Ärmelbündchen, 1x1 Ripp";"100% Baumwolle";Damen;T-Shirts;Ärmellos;;Boat-Neck;Konventionell;;"180 g/m²";Baumwolle;BD;sf303.jpg
SF42;"Ladies Short Sleeve Stretch Polo";SkinniFit;"Micro-Piqué Polo mit Elasthan-Anteil für perfekte Passform, Seitenschlitze, Verstärkter Stehkragen, Verkürzte Ärmel, Sechs gleichfarbige Knöpfe";"96% Baumwolle / 4% Elasthan";Damen;Poloshirts;Kurzarm;;Knopfleiste;Konventionell;;"200 g/m²";Baumwolle;BD;sf42.jpg
SF422;"Ladies 3/4 Jog Pant";SkinniFit;"3/4-lange Caprihose, Elastischer Taillenbund mit Metallösen für den Kordelzug, Gemütliche Sweatshirt-Qualität, Innenseite angeraut";"80% Baumwolle / 20% Polyester";Damen;Jogginghosen;;;;Konventionell;;"280 g/m²";Baumwollgemisch;PK;sf422.jpg
SF423;"Ladies 3/4 Work Out Pant";SkinniFit;"Single Jersey - Eng sitzende Hose in ¾-Länge mit weichem, dehnbarem gerippten Bund für Bewegungsfreiheit - Tief sitzender hochelastischer Bund mit Kordel - Elasthan für Formbeständigkeit";"90% Baumwolle / 10% Elasthan";Damen;Jogginghosen;;"3/4 Bein";;;;"200 g/m²";Baumwollgemisch;BD;sf423.jpg
SF424;"Ladies Reversible Work-Out Leggings";SkinniFit;"Entfernbares SF (Skinnifit) Label, Zwei Looks in einem: abstrakter Modedruck auf der einen Seite und schwarz auf der anderen Seite, Schmeichelnde Panels in Flachsteppnaht, Versteckte Tasche für Münzen im vorderen Taillenbund, Nicht durchsichtig";"89% Polyester / 11% Elasthan";Damen;Jogginghosen;;;;;;"270 g/m²";Polyestergemisch;BD;sf424.jpg
SF425;"Ladies Slim Cuffed Jogger";SkinniFit;"Entfernbares SF (Skinnifit) Label, Ripp-Bündchen und -Taillenbund, Flaches Zugband, Gestickten Ösen, Zwei gerundete Seitentaschen, Entspricht Herren SFM425 und Kinder SM425";"60% Baumwolle / 40% Polyester (Heather Grey: 75% Baumwolle / 20% Polyester / 5% Viskose)";Damen;Jogginghosen;;;;;;"250 g/m²";Baumwollgemisch;BD;sf425.jpg
SF44;"Ladies Long Sleeved Stretch Polo";SkinniFit;"Weit geschnittener Ausschnitt, Tailliert geschnitten, Gleichfarbige Knöpfe, Armabschluss mit Knopf, Seitenschlitze, Elasthan-Anteil für gute Passform, Weiches Micro-Piqué";"96% Baumwolle / 4% Elasthan";Damen;Poloshirts;Langarm;;Knopfleiste;Konventionell;;"200 g/m²";Baumwolle;BD;sf44.jpg
SF440;"Ladies Fashion Polo";SkinniFit;"Entfernbares SF (Skinnifit) Label, Schmaler, langer Sitz, Schmaler, abgesetzt eingefasster Kragen mit farblich abgestimmter 3-Knopfleiste, Nackenband, Doppelte Nähte an Saum und Ärmeln, Entspricht Herren SFM440";"100% Baumwolle";Damen;Poloshirts;Kurzarm;;Knopfleiste;;;"190 g/m²";Baumwolle;BD;sf440.jpg
SF48;"Ladies Contrast Piped Polo";SkinniFit;"Figurbetontes Damen Polo-Shirt, Extralange Knopfleiste mit fünf farblich passenden Knöpfen, Kontraststreifen an den Ärmeln, am Kragen und um die Knopfleiste herum, Mikro-Piqué";"96% Baumwolle / 4% Elasthan";Damen;Poloshirts;Kurzarm;;Knopfleiste;Konventionell;;"200 g/m²";Baumwollgemisch;BD;sf48.jpg
SF513;"Ladies Slounge Sweat";SkinniFit;"Weiter Ausschnitt, Gerippte Bündchen, Doppelnaht am Kragen, Raglan-Ärmel, Relaxed fit";"100% Baumwolle (Heather Grey: 85% Baumwolle / 15% Viskose)";Damen;Pullover;Langarm;;Boat-Neck;Konventionell;;"250 g/m²";Baumwolle;BD;sf513.jpg
